cmd,cli,file,nodes,yang_path,action,phase,pr
neighbor_extended_optional_parameters_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> extended-optional-parameters,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_filter_list_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> filter-list AS_PATH_FILTER_NAME <in|out>,bgpd/bgp_vty.c,BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_filter_list_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> filter-list AS_PATH_FILTER_NAME <in|out>,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_graceful_shutdown_cmd,[no$no] neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor_str graceful-shutdown,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_interface_cmd,neighbor <A.B.C.D|X:X::X:X> interface WORD,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_interface_config_cmd,neighbor WORD interface [peer-group PGNAME],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_interface_config_remote_as_cmd,neighbor WORD interface remote-as <ASNUM|internal|external|auto>,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_interface_config_v6only_cmd,neighbor WORD interface v6only [peer-group PGNAME],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_interface_v6only_config_remote_as_cmd,neighbor WORD interface v6only remote-as <ASNUM|internal|external|auto>,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_ip_transparent_cmd,[no$no] neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor ip-transparent,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_local_as_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> local-as ASNUM,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_local_as_no_prepend_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> local-as ASNUM no-prepend,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_local_as_no_prepend_replace_as_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> local-as ASNUM no-prepend replace-as [dual-as$dual_as],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_ls_local_link_id_cmd,neighbor <A.B.C.D|X:X::X:X|WORD>$peer_str local-link-id (1-4294967295)$link_id,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_ls_remote_link_id_cmd,neighbor <A.B.C.D|X:X::X:X|WORD>$peer_str remote-link-id (1-4294967295)$link_id,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_maximum_prefix_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix (1-4294967295) [force],bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4U_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6U_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,3-af-policy,
neighbor_maximum_prefix_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix (1-4294967295) [force],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,3-af-policy,
neighbor_maximum_prefix_out_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix-out (1-4294967295),bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4U_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6U_NODE;BGP_IPV6_NODE;BGP_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,3-af-policy,
neighbor_maximum_prefix_restart_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix (1-4294967295) restart (1-65535) [force],bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4U_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6U_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,3-af-policy,
neighbor_maximum_prefix_restart_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix (1-4294967295) restart (1-65535) [force],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,3-af-policy,
neighbor_maximum_prefix_threshold_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix (1-4294967295) (1-100) [force],bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4U_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6U_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,3-af-policy,
neighbor_maximum_prefix_threshold_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix (1-4294967295) (1-100) [force],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,3-af-policy,
neighbor_maximum_prefix_threshold_restart_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix (1-4294967295) (1-100) restart (1-65535) [force],bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4U_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6U_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,3-af-policy,
neighbor_maximum_prefix_threshold_restart_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix (1-4294967295) (1-100) restart (1-65535) [force],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,3-af-policy,
neighbor_maximum_prefix_threshold_warning_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix (1-4294967295) (1-100) warning-only [force],bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4U_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6U_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,3-af-policy,
neighbor_maximum_prefix_threshold_warning_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix (1-4294967295) (1-100) warning-only [force],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,3-af-policy,
neighbor_maximum_prefix_warning_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix (1-4294967295) warning-only [force],bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4U_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6U_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,3-af-policy,
neighbor_maximum_prefix_warning_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix (1-4294967295) warning-only [force],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,3-af-policy,
neighbor_nexthop_local_unchanged_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> nexthop-local unchanged,bgpd/bgp_vty.c,BGP_IPV6_NODE,MISSING,add,2-neighbor-session,
neighbor_nexthop_self_all_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> next-hop-self all,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_nexthop_self_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> next-hop-self,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_nexthop_self_force_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> next-hop-self force,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_nexthop_self_force_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> next-hop-self force,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_nexthop_self_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> next-hop-self,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_nhc_attribute_cmd,[no] neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor send-nexthop-characteristics,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_oad_cmd,[no$no] neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor oad,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_override_capability_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> override-capability,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_passive_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> passive,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_password_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> password LINE,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_path_attribute_discard_cmd,neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor path-attribute discard (1-255)...,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_path_attribute_treat_as_withdraw_cmd,neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor path-attribute treat-as-withdraw (1-255)...,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_peer_group_cmd,neighbor WORD peer-group,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_port_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> port (0-65535),bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_prefix_list_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> prefix-list WORD <in|out>,bgpd/bgp_vty.c,BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_prefix_list_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> prefix-list WORD <in|out>,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_remote_as_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> remote-as <ASNUM|internal|external|auto>,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_remove_private_as_all_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS all,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_remove_private_as_all_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS all,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_remove_private_as_all_replace_as_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS all replace-AS,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_remove_private_as_all_replace_as_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS all replace-AS,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_remove_private_as_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_remove_private_as_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_remove_private_as_replace_as_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS replace-AS,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_remove_private_as_replace_as_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS replace-AS,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_role_cmd,neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor local-role <provider|rs-server|rs-client|customer|peer>$role,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_role_strict_cmd,neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor local-role <provider|rs-server|rs-client|customer|peer>$role strict-mode,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_route_map_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> route-map RMAP_NAME <in|out>,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4U_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6U_NODE;BGP_IPV6_NODE;BGP_LS_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_route_map_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> route-map RMAP_NAME <in|out>,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_route_reflector_client_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> route-reflector-client,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_route_reflector_client_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> route-reflector-client,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_route_server_client_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> route-server-client,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_route_server_client_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> route-server-client,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_rpki_strict_cmd,[no$no] neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor rpki strict,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,7-bmp-rpki,
neighbor_send_community_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> send-community,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_send_community_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> send-community,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_send_community_type_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> send-community <both|all|extended|standard|large>,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_send_community_type_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> send-community <both|all|extended|standard|large>,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_set_peer_group_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> peer-group PGNAME,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,8-filter-rmap,
neighbor_set_peer_group_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> peer-group PGNAME,bgpd/bgp_vty.c,BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,8-filter-rmap,
neighbor_shutdown_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> shutdown,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_shutdown_msg_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> shutdown message MSG...,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_shutdown_rtt_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> shutdown rtt (1-65535) [count (1-255)],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_soft_reconfiguration_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> soft-reconfiguration inbound,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_soft_reconfiguration_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> soft-reconfiguration inbound,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_solo_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> solo,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_soo_cmd,neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor soo ASN:NN_OR_IP-ADDRESS:NN$soo,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,2-neighbor-session,
neighbor_strict_capability_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> strict-capability-match,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_tcp_mss_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> tcp-mss (1-65535),bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_timers_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> timers (0-65535) (0-65535),bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_timers_connect_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> timers connect (1-65535),bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_timers_delayopen_cmd,neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor timers delayopen (1-240)$interval,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_ttl_security_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> ttl-security hops (1-254),bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_unsuppress_map_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> unsuppress-map WORD,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,2-neighbor-session,
neighbor_unsuppress_map_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> unsuppress-map WORD,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
neighbor_upa_cmd,[no$no] neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor upa,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE,MISSING,add,6-srv6-ls-upa-fs,
neighbor_upa_hidden_cmd,[no$no] neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor upa,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,6-srv6-ls-upa-fs,
neighbor_update_source_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> update-source <A.B.C.D|X:X::X:X|WORD>,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_weight_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> weight (0-65535),bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
neighbor_weight_hidden_cmd,neighbor <A.B.C.D|X:X::X:X|WORD> weight (0-65535),bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_bgp_advertisement_delay_cmd,no advertisement-delay [(1-3600)],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,1-globals,
no_bgp_always_compare_med_cmd,no bgp always-compare-med,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_as_path_all_cmd,no bgp as-path access-list AS_PATH_FILTER_NAME,bgpd/bgp_filter.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_as_path_cmd,no bgp as-path access-list AS_PATH_FILTER_NAME [seq (0-4294967295)] <deny|permit> LINE...,bgpd/bgp_filter.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_bestpath_aspath_confed_cmd,no bgp bestpath as-path confed,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_bestpath_aspath_ignore_cmd,no bgp bestpath as-path ignore,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_bestpath_aspath_multipath_relax_cmd,no bgp bestpath as-path multipath-relax [<as-set|no-as-set>],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_bestpath_bw_cmd,no bgp bestpath bandwidth [<ignore|skip-missing|default-weight-for-missing>$bw_cfg],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_bestpath_compare_router_id_cmd,no bgp bestpath compare-routerid,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_bestpath_med_cmd,no bgp bestpath med <confed [missing-as-worst]|missing-as-worst [confed]>,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_bestpath_peer_type_multipath_relax_cmd,no bgp bestpath peer-type multipath-relax,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_client_to_client_reflection_cmd,no bgp client-to-client reflection,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_cluster_id_cmd,no bgp cluster-id [<A.B.C.D|(1-4294967295)>],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_coalesce_time_cmd,no coalesce-time (0-4294967295),bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_community_list_expanded_all_cmd,no bgp community-list <(100-500)|expanded COMMUNITY_LIST_NAME> [seq (0-4294967295)] <deny|permit> AA:NN...,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_community_list_expanded_all_list_cmd,no bgp community-list <(100-500)|expanded COMMUNITY_LIST_NAME>,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_community_list_standard_all_cmd,no bgp community-list <(1-99)|standard COMMUNITY_LIST_NAME> [seq (0-4294967295)] <deny|permit> AA:NN...,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_community_list_standard_all_list_cmd,no bgp community-list <(1-99)|standard COMMUNITY_LIST_NAME>,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_confederation_identifier_cmd,no bgp confederation identifier [ASNUM],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_confederation_peers_cmd,no bgp confederation peers ASNUM...,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_default_local_preference_cmd,no bgp default local-preference [(0-4294967295)],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_default_show_hostname_cmd,no bgp default show-hostname,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,1-globals,
